,Date,Adj Close,Close,High,Low,Open,Volume
0,2019-12-02,47.913265228271484,52.97999954223633,53.59000015258789,52.779998779296875,53.54999923706055,4475800
1,2019-12-03,47.732383728027344,52.779998779296875,52.93000030517578,52.18000030517578,52.41999816894531,5468100
2,2019-12-04,48.09413528442383,53.18000030517578,53.56999969482422,53.11000061035156,53.27000045776367,3905200
3,2019-12-05,49.19745635986328,54.400001525878906,54.540000915527344,53.4900016784668,53.619998931884766,7624300
4,2019-12-06,49.68581771850586,54.939998626708984,55.029998779296875,54.5,54.5,5429100
5,2019-12-09,49.2517204284668,54.459999084472656,55.189998626708984,54.31999969482422,55.04999923706055,6541900
6,2019-12-10,49.30598831176758,54.52000045776367,55.060001373291016,54.33000183105469,54.68000030517578,4364800
7,2019-12-11,50.55400466918945,55.900001525878906,56.20000076293945,55.029998779296875,55.040000915527344,11028000
8,2019-12-12,53.004844665527344,58.61000061035156,58.619998931884766,57.02000045776367,57.25,15788700
9,2019-12-13,52.67927169799805,58.25,59.52000045776367,58.25,59.04999923706055,9886900
10,2019-12-16,52.94154739379883,58.540000915527344,58.70000076293945,58.290000915527344,58.290000915527344,5779400
11,2019-12-17,53.565547943115234,59.22999954223633,59.709999084472656,58.779998779296875,59.709999084472656,8407500
12,2019-12-18,53.44797897338867,59.099998474121094,59.63999938964844,58.720001220703125,59.599998474121094,10021200
13,2019-12-19,52.783180236816406,57.959999084472656,58.5,57.880001068115234,58.5,7228700
14,2019-12-20,52.75585174560547,57.93000030517578,58.29999923706055,57.31999969482422,57.779998779296875,8043800
15,2019-12-23,53.01995849609375,58.220001220703125,58.34000015258789,57.95000076293945,58.029998779296875,4022000
16,2019-12-24,52.60103988647461,57.7599983215332,58.09000015258789,57.54999923706055,57.9900016784668,2692200
17,2019-12-26,53.047279357910156,58.25,58.349998474121094,57.7599983215332,57.79999923706055,2490400
18,2019-12-27,53.23851776123047,58.459999084472656,58.709999084472656,58.33000183105469,58.529998779296875,2847800
19,2019-12-30,52.6829948425293,57.849998474121094,58.689998626708984,57.619998931884766,58.65999984741211,3519900
