,Date,Adj Close,Close,High,Low,Open,Volume
0,2022-01-03,394.3006591796875,401.67999267578125,401.94000244140625,396.8800048828125,399.04998779296875,40575900
1,2022-01-04,389.1863708496094,396.4700012207031,402.2799987792969,393.2900085449219,402.239990234375,58027200
2,2022-01-05,377.2301940917969,384.2900085449219,395.8900146484375,384.0299987792969,394.739990234375,75739800
3,2022-01-06,376.9651184082031,384.0199890136719,387.3500061035156,380.1300048828125,382.4200134277344,70814300
4,2022-01-07,372.8815612792969,379.8599853515625,385.760009765625,378.0400085449219,384.0299987792969,72652300
5,2022-01-10,373.126953125,380.1099853515625,380.6400146484375,369.30999755859375,374.82000732421875,91770500
6,2022-01-11,378.7320556640625,385.82000732421875,385.989990234375,377.2200012207031,379.3599853515625,68295700
7,2022-01-12,380.23394775390625,387.3500061035156,390.20001220703125,385.010009765625,388.4599914550781,54576400
8,2022-01-13,370.7219543457031,377.6600036621094,389.4700012207031,376.70001220703125,388.7699890136719,77994000
9,2022-01-14,373.02880859375,380.010009765625,380.3500061035156,374.8599853515625,375.07000732421875,80121200
10,2022-01-18,363.7425842285156,370.54998779296875,376.2200012207031,369.7699890136719,374.0400085449219,75450900
11,2022-01-19,359.7473449707031,366.4800109863281,374.69000244140625,366.2099914550781,372.1499938964844,81791500
12,2022-01-20,355.07476806640625,361.7200012207031,373.8699951171875,361.1700134277344,369.7900085449219,88610700
13,2022-01-21,345.22906494140625,351.69000244140625,362.17999267578125,351.3999938964844,359.4700012207031,143388900
14,2022-01-24,346.8094482421875,353.29998779296875,353.9800109863281,334.1499938964844,345.9100036621094,198685800
15,2022-01-25,338.7699279785156,345.1099853515625,351.0299987792969,341.67999267578125,346.6700134277344,124398400
16,2022-01-26,338.23980712890625,344.57000732421875,356.8800048828125,340.7799987792969,352.9100036621094,146559500
17,2022-01-27,334.8336181640625,341.1000061035156,351.2699890136719,340.04998779296875,349.3999938964844,95255700
